year,marathon,country,finishers,mean_time
2005,"Grandfather Mountain
  Marathon",US,359,259.7
2006,"Grandfather Mountain
  Marathon",US,347,262.98
2007,"Grandfather Mountain
  Marathon",US,365,258.8
2008,"Grandfather Mountain
  Marathon",US,351,266.68
2009,"Grandfather Mountain
  Marathon",US,377,259.88
2010,"Grandfather Mountain
  Marathon",US,377,265.53
2011,"Grandfather Mountain
  Marathon",US,360,273.46
2012,"Grandfather Mountain
  Marathon",US,362,274.45
2013,"Grandfather Mountain
  Marathon",US,381,272.23
1999,Grandma's Marathon,US,6113,247.62
2000,Grandma's Marathon,US,6061,251.76
2001,Grandma's Marathon,US,6701,260.78
2002,Grandma's Marathon,US,6835,249.01
2003,Grandma's Marathon,US,6870,256.38
2004,Grandma's Marathon,US,6755,261.25
2005,Grandma's Marathon,US,6884,259.1
2006,Grandma's Marathon,US,6913,270.36
2007,Grandma's Marathon,US,6967,267.76
2008,Grandma's Marathon,US,6876,269.99
2009,Grandma's Marathon,US,6000,279.73
2010,Grandma's Marathon,US,5615,266.1
2011,Grandma's Marathon,US,6337,256.57
2012,Grandma's Marathon,US,5788,261.47
2013,Grandma's Marathon,US,5617,252.63
2013,"Granite State
  Marathon",US,28,353
2011,"Grant-Pierce Indoor
  Marathon",US,10,289.94
2012,"Grant-Pierce Indoor
  Marathon",US,36,266.31
2013,"Grant-Pierce Indoor
  Marathon",US,51,281.05
2003,"Grasslands Trail Run
  Marathon",US,65,310.82
2004,"Grasslands Trail Run
  Marathon",US,58,303.24
2005,"Grasslands Trail Run
  Marathon",US,33,381.31
2006,"Grasslands Trail Run
  Marathon",US,58,284.52
2007,"Grasslands Trail Run
  Marathon",US,43,301.15
2008,"Grasslands Trail Run
  Marathon",US,58,311.41
2009,"Grasslands Trail Run
  Marathon",US,70,310.47
2010,"Grasslands Trail Run
  Marathon",US,36,418.36
2011,"Grasslands Trail Run
  Marathon",US,83,316.4
2012,"Grasslands Trail Run
  Marathon",US,94,377.14
2013,"Grasslands Trail Run
  Marathon",US,88,322.35
2013,"Great Lakes Bay
  Marathon",US,191,264.08
2011,Great Limerick Run,Ireland,459,244.04
2012,Great Limerick Run,Ireland,523,240.44
2013,Great Limerick Run,Ireland,663,242.7
2010,"Great Midwest
  Marathon",US,21,294.91
2008,"Great Ocean Road
  Marathon",Scotland,380,238.67
2009,"Great Ocean Road
  Marathon",Scotland,448,234.59
2010,"Great Ocean Road
  Marathon",Scotland,582,260.5
2011,"Great Ocean Road
  Marathon",Scotland,627,255.38
2012,"Great Ocean Road
  Marathon",Scotland,806,243.19
2003,"Great Southwest
  Marathon",US,86,276.17
2004,"Great Southwest
  Marathon",US,52,292.05
2005,"Great Southwest
  Marathon",US,33,273.19
2000,Great Valley Marathon,US,34,249.06
2001,"Greater Cleveland
  Marathon",US,288,275.57
2000,Green Bay Marathon,US,1338,266.27
2001,Green Bay Marathon,US,1131,264.54
2002,Green Bay Marathon,US,1000,268.5
2003,Green Bay Marathon,US,903,258.37
2004,Green Bay Marathon,US,935,248.71
2005,Green Bay Marathon,US,900,256.72
2006,Green Bay Marathon,US,1403,251.83
2007,Green Bay Marathon,US,1380,247.36
2008,Green Bay Marathon,US,1587,250.23
2009,Green Bay Marathon,US,1587,250.19
2010,Green Bay Marathon,US,1794,253.44
2011,Green Bay Marathon,US,2054,257.8
2012,Green Bay Marathon,US,10,166.91
2013,Green Bay Marathon,US,1524,274.76
2000,"Green Mountain
  Marathon",US,138,239.64
2001,"Green Mountain
  Marathon",US,100,225.08
2002,"Green Mountain
  Marathon",US,104,247.86
2003,"Green Mountain
  Marathon",US,136,238.48
2004,"Green Mountain
  Marathon",US,151,243.79
2005,"Green Mountain
  Marathon",US,180,242.67
2006,"Green Mountain
  Marathon",US,194,240.16
2007,"Green Mountain
  Marathon",US,245,252.39
2008,"Green Mountain
  Marathon",US,174,243.66
2009,"Green Mountain
  Marathon",US,300,250.12
2010,"Green Mountain
  Marathon",US,416,248.95
2011,"Green Mountain
  Marathon",US,260,248.82
2012,"Green Mountain
  Marathon",US,219,253.82
2013,"Green Mountain
  Marathon",US,238,264.87
2003,Green River Marathon,US,9,249.39
2004,Green River Marathon,US,14,256.41
2005,Green River Marathon,US,16,264.43
2006,Green River Marathon,US,35,272.78
2007,Green River Marathon,US,52,270.02
2008,Green River Marathon,US,138,273.19
2009,Green River Marathon,US,145,269.3
2010,Green River Marathon,US,149,269.35
2011,Green River Marathon,US,141,287.59
2012,Green River Marathon,US,114,272
2013,Green River Marathon,US,167,282.95
2013,Greensboro Marathon,US,301,262.74
2004,"Greenway Trail
  Marathon",US,51,311.17
2005,"Greenway Trail
  Marathon",US,58,365.27
2006,"Greenway Trail
  Marathon",US,52,317.1
2007,"Greenway Trail
  Marathon",US,91,387.01
2008,"Greenway Trail
  Marathon",US,97,344.28
2009,"Greenway Trail
  Marathon",US,93,364.51
2010,"Greenway Trail
  Marathon",US,80,364.45
2011,"Greenway Trail
  Marathon",US,133,335.91
2012,"Greenway Trail
  Marathon",US,105,387.79
2013,"Greenway Trail
  Marathon",US,75,387.99
2013,"Griffith Park Trail
  Marathon",US,159,321.76
2003,Grizzly Marathon,US,181,283.48
2004,Grizzly Marathon,US,166,284.15
2005,Grizzly Marathon,US,111,284.87
2006,Grizzly Marathon,US,100,287.3
2007,Grizzly Marathon,US,101,286.66
2008,Grizzly Marathon,US,82,296.13
2009,Grizzly Marathon,US,80,296.42
2010,Grizzly Marathon,US,76,289.78
2011,Grizzly Marathon,US,58,277
2013,"Groundhog Day
  Marathon",US,143,305.28
2002,Guam Marathon,Guam,38,247.71
2004,Guam Marathon,Guam,44,287.11
2005,Guam Marathon,Guam,55,275.44
2006,Guam Marathon,Guam,58,273.28
2008,Guam Marathon,Guam,64,280.71
2009,Guam Marathon,Guam,70,278.14
2010,Guam Marathon,Guam,71,288.14
2011,Guam Marathon,Guam,85,288.79
2012,Guam Marathon,Guam,99,288.15
2010,Guernsey Marathon,England,141,259.22
2011,Guernsey Marathon,England,144,255.58
2012,Guernsey Marathon,England,139,264.08
2013,Guernsey Marathon,England,127,253.43
2012,"HALLOWEEN MARATHON
  PROVO",US,55,286.38
2013,"HALLOWEEN MARATHON
  PROVO",US,63,276.13
2013,"HITS Running Festival
  - Oklahoma City",US,77,268.86
2012,Hagg Hybrid Marathon,US,29,290.8
2013,Hagg Hybrid Marathon,US,45,293.48
2011,"Half Moon Bay
  International Marathon",US,104,255.29
2012,"Half Moon Bay
  International Marathon",US,302,267.06
2013,"Half Moon Bay
  International Marathon",US,360,282.09
2000,"Half Voyageur Trail
  Marathon",US,157,339.49
2001,"Half Voyageur Trail
  Marathon",US,169,333.35
2002,"Half Voyageur Trail
  Marathon",US,168,347.85
2003,"Half Voyageur Trail
  Marathon",US,88,442.16
2004,"Half Voyageur Trail
  Marathon",US,149,336.65
2005,"Half Voyageur Trail
  Marathon",US,153,327.9
2006,"Half Voyageur Trail
  Marathon",US,139,368.05
2007,"Half Voyageur Trail
  Marathon",US,124,314.97
2008,"Half Voyageur Trail
  Marathon",US,106,355.92
2009,"Half Voyageur Trail
  Marathon",US,125,322.43
2010,"Half Voyageur Trail
  Marathon",US,113,357.01
2011,"Half Voyageur Trail
  Marathon",US,150,340.83
2012,"Half Voyageur Trail
  Marathon",US,116,359.55
2013,"Hall of Fame City
  Challenge Marathon",US,183,256.43
2005,"Hallow's Eve Trail
  Marathon",Canada,51,302.07
2006,"Hallow's Eve Trail
  Marathon",Canada,51,260.6
2001,Halloween Marathon,US,25,232.51
2002,Halloween Marathon,US,20,246.12
2003,Halloween Marathon,US,29,263.83
2004,Halloween Marathon,US,36,257.44
2005,Halloween Marathon,US,32,259.93
2006,Halloween Marathon,US,31,250.05
2007,Halloween Marathon,US,25,288.84
2008,Halloween Marathon,US,13,259.04
2010,Halloween Marathon,US,6,253.54
2005,Halstead Marathon,England,284,240.78
2006,Halstead Marathon,England,283,232.97
2007,Halstead Marathon,England,340,236.22
2008,Halstead Marathon,England,428,261.59
2009,Halstead Marathon,England,463,249.28
2010,Halstead Marathon,England,508,240.77
2011,Halstead Marathon,England,604,258.05
2012,Halstead Marathon,England,610,251.46
2013,Halstead Marathon,England,503,247.95
2013,Hambletonian Marathon,US,257,270.53
2007,Hamburg Marathon,Germany,16485,240.85
2008,Hamburg Marathon,Germany,15771,248.62
2009,Hamburg Marathon,Germany,13942,249.48
2010,Hamburg Marathon,Germany,14159,246.95
2011,Hamburg Marathon,Germany,11187,253.79
2012,Hamburg Marathon,Germany,10316,242.71
2013,Hamburg Marathon,Germany,11441,243.72
2007,Hamptons Marathon,US,168,249.88
2008,Hamptons Marathon,US,292,266.66
2009,Hamptons Marathon,US,294,257.26
2010,Hamptons Marathon,US,344,258.33
2011,Hamptons Marathon,US,328,266.81
2012,Hamptons Marathon,US,314,260.99
2013,Hamptons Marathon,US,336,257.82
2010,"Harbour Capital
  Marathon",New Zealand,387,243.93
2011,"Harbour Capital
  Marathon",New Zealand,404,253.5
2006,"Harpeth Hills Flying
  Monkey Marathon",US,96,266.5
2007,"Harpeth Hills Flying
  Monkey Marathon",US,173,273.56
2008,"Harpeth Hills Flying
  Monkey Marathon",US,193,270.79
2009,"Harpeth Hills Flying
  Monkey Marathon",US,205,272.09
2010,"Harpeth Hills Flying
  Monkey Marathon",US,232,284.46
2011,"Harpeth Hills Flying
  Monkey Marathon",US,275,285.63
2012,"Harpeth Hills Flying
  Monkey Marathon",US,285,276.84
2000,Harrisburg Marathon,US,327,243.35
2001,Harrisburg Marathon,US,281,251.3
2002,Harrisburg Marathon,US,355,246.41
2003,Harrisburg Marathon,US,346,247.65
2004,Harrisburg Marathon,US,433,247.33
2005,Harrisburg Marathon,US,496,251.29
2006,Harrisburg Marathon,US,473,257.11
2007,Harrisburg Marathon,US,735,257.78
2008,Harrisburg Marathon,US,768,258.4
2009,Harrisburg Marathon,US,908,263.69
2010,Harrisburg Marathon,US,917,256.63
2011,Harrisburg Marathon,US,655,253.84
2012,Harrisburg Marathon,US,1515,247.76
2013,Harrisburg Marathon,US,794,254.29
1996,Hartford Marathon,US,669,223.28
1997,Hartford Marathon,US,840,223.73
1998,Hartford Marathon,US,944,241.7
1999,Hartford Marathon,US,1195,242.31
2000,Hartford Marathon,US,1325,249.17
2001,Hartford Marathon,US,1285,250.44
2002,Hartford Marathon,US,1161,249.38
2003,Hartford Marathon,US,1254,247.34
2004,Hartford Marathon,US,1277,249.9
2005,Hartford Marathon,US,1222,263.49
2006,Hartford Marathon,US,1315,255.98
2007,Hartford Marathon,US,1573,249.4
2008,Hartford Marathon,US,1858,249.7
2009,Hartford Marathon,US,2234,257.25
2010,Hartford Marathon,US,2208,258.12
2011,Hartford Marathon,US,2218,257.92
2012,Hartford Marathon,US,2530,255.49
2013,Hartford Marathon,US,2706,264.05
2001,"Hatfield-McCoy
  Marathon",US,47,285.24
2002,"Hatfield-McCoy
  Marathon",US,94,293.19
2003,"Hatfield-McCoy
  Marathon",US,200,282.77
2004,"Hatfield-McCoy
  Marathon",US,182,283.26
2005,"Hatfield-McCoy
  Marathon",US,157,288.14
2006,"Hatfield-McCoy
  Marathon",US,201,276.83
2007,"Hatfield-McCoy
  Marathon",US,191,293.16
2008,"Hatfield-McCoy
  Marathon",US,210,289.77
2009,"Hatfield-McCoy
  Marathon",US,211,295.82
2010,"Hatfield-McCoy
  Marathon",US,225,300.06
2011,"Hatfield-McCoy
  Marathon",US,232,309.69
2012,"Hatfield-McCoy
  Marathon",US,273,303.41
2013,"Hatfield-McCoy
  Marathon",US,440,308.45
2005,"Haulin' Aspen Trail
  Marathon",US,136,285.52
2006,"Haulin' Aspen Trail
  Marathon",US,120,295.43
2007,"Haulin' Aspen Trail
  Marathon",US,131,289.7
2008,"Haulin' Aspen Trail
  Marathon",US,129,283.83
2009,"Haulin' Aspen Trail
  Marathon",US,117,286.02
2010,"Haulin' Aspen Trail
  Marathon",US,278,283.01
2011,"Haulin' Aspen Trail
  Marathon",US,294,291.51
2012,"Haulin' Aspen Trail
  Marathon",US,125,291.93
2013,"Haulin' Aspen Trail
  Marathon",US,99,277.47
2005,Hawke's Bay Marathon,New Zealand,117,256.87
2006,Hawke's Bay Marathon,New Zealand,110,269.98
2007,Hawke's Bay Marathon,New Zealand,85,269.85
2008,Hawke's Bay Marathon,New Zealand,69,272.54
2009,Hawke's Bay Marathon,New Zealand,62,243.21
2010,Hawke's Bay Marathon,New Zealand,86,271.16
2011,Hawke's Bay Marathon,New Zealand,67,278.96
2001,"Hearst Castle
  Marathon",US,148,272.73
2000,"Heart of America
  Marathon",US,117,253.07
2001,"Heart of America
  Marathon",US,154,267.53
2002,"Heart of America
  Marathon",US,125,263.39
2003,"Heart of America
  Marathon",US,111,256.21
2004,"Heart of America
  Marathon",US,116,246.58
2005,"Heart of America
  Marathon",US,108,253.21
2006,"Heart of America
  Marathon",US,113,247.04
2007,"Heart of America
  Marathon",US,137,255.69
2008,"Heart of America
  Marathon",US,113,268.24
2009,"Heart of America
  Marathon",US,100,216.42
2010,"Heart of America
  Marathon",US,234,268.86
2011,"Heart of America
  Marathon",US,209,260
2012,"Heart of America
  Marathon",US,212,276.24
2013,"Heart of America
  Marathon",US,237,260.69
2000,Helsinki Marathon,Finland,2143,252.68
2001,Helsinki Marathon,Finland,4612,253.98
2002,Helsinki Marathon,Finland,5094,253.36
2003,Helsinki Marathon,Finland,4985,261.04
2004,Helsinki Marathon,Finland,5581,257.12
2005,Helsinki Marathon,Finland,4993,255.49
2006,Helsinki Marathon,Finland,5136,260.89
2007,Helsinki Marathon,Finland,5411,256.37
2008,Helsinki Marathon,Finland,5407,252.82
2009,Helsinki Marathon,Finland,2288,255.41
2010,Helsinki Marathon,Finland,5095,266.88
2011,Helsinki Marathon,Finland,4345,258.8
2012,Helsinki Marathon,Finland,4253,260.7
2013,Helsinki Marathon,Finland,4368,253.68
2012,Hercules Marathon,US,14,297.9
2011,"Heritage Trail
  Marathon",US,46,270.17
2012,"Heritage Trail
  Marathon",US,99,287.1
2013,"Heritage Trail
  Marathon",US,83,324.69
2013,"Herriman Oquirrh
  Mountain Marathon",US,28,267.08
2001,Hogeye Marathon,US,85,272.65
2002,Hogeye Marathon,US,82,246.34
2003,Hogeye Marathon,US,109,262.13
2004,Hogeye Marathon,US,79,268.92
2005,Hogeye Marathon,US,55,260.25
2006,Hogeye Marathon,US,65,256.28
2007,Hogeye Marathon,US,68,273.11
2008,Hogeye Marathon,US,98,271.52
2009,Hogeye Marathon,US,130,258.21
2010,Hogeye Marathon,US,137,277.63
2011,Hogeye Marathon,US,163,296.31
2012,Hogeye Marathon,US,211,281.05
2013,Hogeye Marathon,US,293,287.8
2009,"Honest Abe Trail Run
  - Marathon & 14k",US,21,359.81
2010,"Honest Abe Trail Run
  - Marathon & 14k",US,14,284.19
2011,"Honest Abe Trail Run
  Marathon",US,33,309.15
2012,"Honest Abe Trail Run
  Marathon",US,20,307.16
2013,"Honest Abe Trail Run
  Marathon",US,19,317.71
2005,Hong Kong Marathon,Hong Kong,2988,254.44
2013,Hong Kong Marathon,Hong Kong,6124,264
2013,"Honker's Motivational
  Marathon",US,78,308.15
2000,Honolulu Marathon,US,22608,350.94
2001,Honolulu Marathon,US,19218,344.43
2002,Honolulu Marathon,US,26199,349.11
2003,Honolulu Marathon,US,22129,349.7
2004,Honolulu Marathon,US,22394,344.89
2005,Honolulu Marathon,US,24271,349.75
2006,Honolulu Marathon,US,24588,354
2008,Honolulu Marathon,US,20063,358.37
2009,Honolulu Marathon,US,20323,354.95
2010,Honolulu Marathon,US,20181,361.66
2011,Honolulu Marathon,US,19104,355.8
2012,Honolulu Marathon,US,23791,369.77
2013,Honolulu Marathon,US,22054,377.26
2000,Hoosier Marathon,US,108,269.33
2009,Hoover Dam Marathon,US,73,277.9
2010,Hoover Dam Marathon,US,104,285.98
2011,Hoover Dam Marathon,US,96,291.79
2012,Hoover Dam Marathon,US,173,286.84
2013,Hoover Dam Marathon,US,235,294.77
2000,"Hops Marathon by the
  Bay",US,2302,282.23
2010,"Horseshoe Lake Trail
  Run",US,18,339.98
2011,"Horseshoe Lake Trail
  Run",US,28,340.8
2012,"Horseshoe Lake Trail
  Run",US,34,290.44
2013,"Horseshoe Lake Trail
  Run",US,38,346.4
2009,"Hospital Marathon for
  Via",US,305,261.67
2000,Hot MAMA! Marathon,US,9,336.19
1998,Houston Marathon,US,4439,259.43
1999,Houston Marathon,US,4326,264.81
2000,Houston Marathon,US,4792,267.18
2001,Houston Marathon,US,4015,262.54
2002,Houston Marathon,US,4394,263.63
2003,Houston Marathon,US,4673,265.33
2004,Houston Marathon,US,5384,267.12
2005,Houston Marathon,US,5712,266.77
2006,Houston Marathon,US,5414,267.32
2007,Houston Marathon,US,5303,267.25
2008,Houston Marathon,US,5516,267.83
2009,Houston Marathon,US,5349,269.66
2010,Houston Marathon,US,6286,268.78
2011,Houston Marathon,US,6852,273.7
2012,Houston Marathon,US,7614,263.9
2013,Houston Marathon,US,6664,270.25
2000,"Hudson Mohawk
  Marathon",US,59,235.42
2001,"Hudson Mohawk
  Marathon",US,65,238.04
2002,"Hudson Mohawk
  Marathon",US,63,238.37
2003,"Hudson Mohawk
  Marathon",US,35,245.88
2004,"Hudson Mohawk
  Marathon",US,41,234.36
2005,"Hudson Mohawk
  Marathon",US,50,240.39
2006,"Hudson Mohawk
  Marathon",US,39,247.02
2007,"Hudson Mohawk
  Marathon",US,44,237.45
2008,"Hudson Mohawk
  Marathon",US,85,239.59
2009,"Hudson Mohawk
  Marathon",US,74,230.31
2010,"Hudson Mohawk
  Marathon",US,90,233.2
2011,"Hudson Mohawk
  Marathon",US,77,238.59
2012,"Hudson Mohawk
  Marathon",US,129,232.21
2013,"Hudson Mohawk
  Marathon",US,76,245.66
2011,"Huff to Bluff
  Marathon",US,85,273.12
2012,"Huff to Bluff
  Marathon",US,89,259.61
2013,"Huff to Bluff
  Marathon",US,61,261.99
2000,"Humboldt Redwoods
  Marathon",US,345,247
2002,"Humboldt Redwoods
  Marathon",US,203,254.09
2003,"Humboldt Redwoods
  Marathon",US,201,246.95
2004,"Humboldt Redwoods
  Marathon",US,146,245.12
2005,"Humboldt Redwoods
  Marathon",US,155,251.77
2006,"Humboldt Redwoods
  Marathon",US,119,248.34
2007,"Humboldt Redwoods
  Marathon",US,167,257.81
2008,"Humboldt Redwoods
  Marathon",US,125,266.67
2009,"Humboldt Redwoods
  Marathon",US,155,263.8
2010,"Humboldt Redwoods
  Marathon",US,206,259.43
2011,"Humboldt Redwoods
  Marathon",US,149,264.92
2012,"Humboldt Redwoods
  Marathon",US,153,260.7
2013,"Humboldt Redwoods
  Marathon",US,142,260.63
2000,"Humpy's Classic
  Marathon",US,128,250.04
2001,"Humpy's Classic
  Marathon",US,130,250.19
2002,"Humpy's Classic
  Marathon",US,260,314.81
2003,"Humpy's Classic
  Marathon",US,232,300.58
2004,"Humpy's Classic
  Marathon",US,187,270.56
2005,"Humpy's Classic
  Marathon",US,203,268.87
2006,"Humpy's Classic
  Marathon",US,173,273.95
2007,"Humpy's Classic
  Marathon",US,174,261.98
2008,"Humpy's Classic
  Marathon",US,284,270.5
2009,"Humpy's Classic
  Marathon",US,227,272.95
2010,"Humpy's Classic
  Marathon",US,320,270.51
2013,"Huntsville Utah
  Marathon",US,462,259.74
2001,Hyannis Marathon,US,175,230.71
2002,Hyannis Marathon,US,298,232.1
2003,Hyannis Marathon,US,118,250.1
2004,Hyannis Marathon,US,221,238.59
2005,Hyannis Marathon,US,254,244.56
2006,Hyannis Marathon,US,286,242.23
2007,Hyannis Marathon,US,347,240.72
2008,Hyannis Marathon,US,394,240.44
2009,Hyannis Marathon,US,374,246.31
2010,Hyannis Marathon,US,394,241.85
2011,Hyannis Marathon,US,359,250.63
2012,Hyannis Marathon,US,402,252.49
2013,Hyannis Marathon,US,385,251.6
2010,"Icebreaker Indoor
  Marathon",US,90,255.95
2011,"Icebreaker Indoor
  Marathon",US,105,249.97
2012,"Icebreaker Indoor
  Marathon",US,113,254.42
2013,"Icebreaker Indoor
  Marathon",US,100,257.32
2001,"Idaho Great Potato
  Marathon",US,200,245.78
2002,"Idaho Great Potato
  Marathon",US,172,253.5
2003,"Idaho Great Potato
  Marathon",US,213,283.27
2004,"Idaho Great Potato
  Marathon",US,143,267.22
2005,"Idaho Great Potato
  Marathon",US,97,259.28
2006,"Idaho Great Potato
  Marathon",US,130,274.17
2007,"Idaho Great Potato
  Marathon",US,123,286.98
2008,"Idaho Great Potato
  Marathon",US,93,285.55
2009,"Idaho Great Potato
  Marathon",US,114,263.26
2010,"Idaho Great Potato
  Marathon",US,231,266.12
2011,"Idaho Great Potato
  Marathon",US,199,272.02
2009,Illinois Marathon,US,1620,256.37
2010,Illinois Marathon,US,1816,271.78
2011,Illinois Marathon,US,1890,259.08
2012,Illinois Marathon,US,1877,257.23
2013,Illinois Marathon,US,1775,262
2010,"Indian/Celina
  Challenge",US,18,326.14
2011,"Indian/Celina
  Challenge",US,25,307.83
2012,"Indian/Celina
  Challenge",US,34,307.08
2013,"Indian/Celina
  Challenge",US,22,337.83
2001,"Indiana ArtsFest
  Marathon",US,160,245.47
2001,Indianapolis Marathon,US,599,265.18
2007,Indianapolis Marathon,US,1038,265.75
2012,Indianapolis Marathon,US,659,266.43
2013,Indianapolis Marathon,US,615,265.71
2008,"Indianapolis
  Monumental Marathon",US,1109,253.39
2009,"Indianapolis
  Monumental Marathon",US,1978,261.02
2010,"Indianapolis
  Monumental Marathon",US,2508,251.3
2011,"Indianapolis
  Monumental Marathon",US,2610,254.14
2012,"Indianapolis
  Monumental Marathon",US,2865,254.42
