country,type,details,month,year,number,first,last
Spain,Outpatient.spe,Otorhinolaryngology,june,2012,2.023,2,3
Spain,Outpatient.spe,Neurology,june,2012,1.469,1,9
Spain,Outpatient.spe,Digestive and General,june,2012,1.315,1,5
Spain,Outpatient.spe,Urology,june,2012,1.412,1,2
Spain,Outpatient.spe,Digestive,june,2012,1.903,1,3
Spain,Outpatient.spe,Cardiology,june,2012,1.485,1,5
Spain,Outpatient.spe,Gynecology,december,2012,4.388,4,8
Spain,Outpatient.spe,Ophthalmology,december,2012,9.203,9,3
Spain,Outpatient.spe,Traumatology,december,2012,8.577,8,7
Spain,Outpatient.spe,Dermatology,december,2012,6.588,6,8
Spain,Outpatient.spe,Otorhinolaryngology,december,2012,2.698,2,8
Spain,Outpatient.spe,Neurology,december,2012,2.514,2,4
Spain,Outpatient.spe,Digestive and General,december,2012,1.96,1,6
Spain,Outpatient.spe,Urology,december,2012,2.146,2,6
Spain,Outpatient.spe,Digestive,december,2012,2.951,2,1
Spain,Outpatient.spe,Cardiology,december,2012,2.118,2,8
Spain,Outpatient.spe,Gynecology,june,2013,3.772,3,2
Spain,Outpatient.spe,Ophthalmology,june,2013,8.686,8,6
Spain,Outpatient.spe,Traumatology,june,2013,7.978,7,8
Spain,Outpatient.spe,Dermatology,june,2013,6.518,6,8
Spain,Outpatient.spe,Otorhinolaryngology,june,2013,2.699,2,9
Spain,Outpatient.spe,Neurology,june,2013,2.093,2,3
Spain,Outpatient.spe,Digestive and General,june,2013,1.646,1,6
Spain,Outpatient.spe,Urology,june,2013,2.132,2,2
Spain,Outpatient.spe,Digestive,june,2013,2.659,2,9
Spain,Outpatient.spe,Cardiology,june,2013,1.939,1,9
Spain,Outpatient.spe,Gynecology,december,2013,3.2,3,2
Spain,Outpatient.spe,Ophthalmology,december,2013,7.7,7,7
Spain,Outpatient.spe,Traumatology,december,2013,7.3,7,3
Spain,Outpatient.spe,Dermatology,december,2013,5.4,5,4
Spain,Outpatient.spe,Otorhinolaryngology,december,2013,2.3,2,3
Spain,Outpatient.spe,Neurology,december,2013,2.1,2,1
Spain,Outpatient.spe,Digestive and General,december,2013,1.5,1,5
Spain,Outpatient.spe,Urology,december,2013,1.7,1,7
Spain,Outpatient.spe,Digestive,december,2013,2.2,2,2
Spain,Outpatient.spe,Cardiology,december,2013,1.6,1,6
Spain,Outpatient.spe,Gynecology,june,2014,2.98,2,8
Spain,Outpatient.spe,Ophthalmology,june,2014,7.9,7,9
Spain,Outpatient.spe,Traumatology,june,2014,8.03,8,3
Spain,Outpatient.spe,Dermatology,june,2014,5.98,5,8
Spain,Outpatient.spe,Otorhinolaryngology,june,2014,2.73,2,3
Spain,Outpatient.spe,Neurology,june,2014,2.06,2,6
Spain,Outpatient.spe,Digestive and General,june,2014,1.48,1,8
Spain,Outpatient.spe,Urology,june,2014,1.82,1,2
Spain,Outpatient.spe,Digestive,june,2014,2.48,2,8
Spain,Outpatient.spe,Cardiology,june,2014,1.83,1,3
Spain,Outpatient.spe,Gynecology,december,2014,2.48,2,8
Spain,Outpatient.spe,Ophthalmology,december,2014,6.87,6,7
Spain,Outpatient.spe,Traumatology,december,2014,7.04,7,4
Spain,Outpatient.spe,Dermatology,december,2014,4.8,4,8
Spain,Outpatient.spe,Otorhinolaryngology,december,2014,2.23,2,3
Spain,Outpatient.spe,Neurology,december,2014,1.79,1,9
Spain,Outpatient.spe,Digestive and General,december,2014,1.39,1,9
Spain,Outpatient.spe,Urology,december,2014,1.5,1,5
Spain,Outpatient.spe,Digestive,december,2014,2.22,2,2
Spain,Outpatient.spe,Cardiology,december,2014,1.56,1,6
Spain,Outpatient.spe,Gynecology,june,2015,2.67,2,7
Spain,Outpatient.spe,Ophthalmology,june,2015,7.23,7,3
Spain,Outpatient.spe,Traumatology,june,2015,7.81,7,1
Spain,Outpatient.spe,Dermatology,june,2015,5.52,5,2
Spain,Outpatient.spe,Otorhinolaryngology,june,2015,2.9,2,9
Spain,Outpatient.spe,Neurology,june,2015,1.83,1,3
Spain,Outpatient.spe,Digestive and General,june,2015,1.39,1,9
Spain,Outpatient.spe,Urology,june,2015,1.72,1,2
Spain,Outpatient.spe,Digestive,june,2015,2.62,2,2
Spain,Outpatient.spe,Cardiology,june,2015,1.64,1,4
Spain,Outpatient.spe,Gynecology,december,2015,2.73,2,3
Spain,Outpatient.spe,Ophthalmology,december,2015,7.22,7,2
Spain,Outpatient.spe,Traumatology,december,2015,7.47,7,7
Spain,Outpatient.spe,Dermatology,december,2015,5.43,5,3
Spain,Outpatient.spe,Otorhinolaryngology,december,2015,2.56,2,6
Spain,Outpatient.spe,Neurology,december,2015,1.89,1,9
Spain,Outpatient.spe,Digestive and General,december,2015,1.47,1,7
Spain,Outpatient.spe,Urology,december,2015,1.73,1,3
Spain,Outpatient.spe,Digestive,december,2015,2.47,2,7
Spain,Outpatient.spe,Cardiology,december,2015,1.54,1,4
